Entry,Link,Source,Source_CID,Destination,Dest_CID
2,link212,16038250-74bd-483a-8a57-ad64e422097e,com-snaplogic-snaps-transform-datatransform,a579a3d2-5f16-4880-ad52-e34ba0206a67,com-snaplogic-snaps-transform-datatransform
2,link210,23cc8276-f6e2-4812-99dc-fa068822c4d6,com-snaplogic-snaps-transform-datatransform,f8cfb898-951d-4e52-bad6-9fe3c89b8b0c,com-snaplogic-snaps-flow-router
2,link217,78b17365-6c8d-4a6e-bb9a-e10d456950fe,com-snaplogic-snaps-flow-copy,6ea38e3a-bd40-47e5-9567-9c5d28430e77,com-snaplogic-snaps-snowflake-scd2
2,link215,e7b00234-a14a-4850-be6c-8a84f953f75e,com-snaplogic-snaps-transform-datatransform,4e271d82-063e-420c-806e-a44377757b5d,com-snaplogic-snaps-flow-router
2,link261,871e0476-06df-4636-a42d-97bafbd7987c,com-snaplogic-snaps-transform-datatransform,7f37b3dc-5c17-4d06-8a4d-d46c4f4a0e42,com-snaplogic-snaps-transform-sort
2,link238,78b17365-6c8d-4a6e-bb9a-e10d456950fe,com-snaplogic-snaps-flow-copy,5e37233c-ad2b-4de4-ab19-debc0be763af,com-snaplogic-snaps-transform-sort
2,link113,bb32e562-f466-45c7-a402-ee9a530d8500,com-snaplogic-snaps-flow-copy,c63e1b73-819d-4ead-bba2-080377859828,com-snaplogic-snaps-transform-datatransform
2,link112,d7eede64-f7be-4918-b152-4fef59e9ed5f,com-snaplogic-snaps-transform-datatransform,bb32e562-f466-45c7-a402-ee9a530d8500,com-snaplogic-snaps-flow-copy
2,link115,4ed770ac-e45a-4e32-b5e1-131a688152a9,com-snaplogic-snaps-transform-groupbyn,1f4889eb-5113-4db5-bc3e-5f76861be84c,com-snaplogic-snaps-transform-datatransform
2,link114,c63e1b73-819d-4ead-bba2-080377859828,com-snaplogic-snaps-transform-datatransform,4ed770ac-e45a-4e32-b5e1-131a688152a9,com-snaplogic-snaps-transform-groupbyn
2,link117,dd5d61ac-6076-4d50-9bff-45588f10be87,com-snaplogic-snaps-transform-jsonsplitter,b1251cea-b111-407d-9a7a-cbd673090aa7,com-snaplogic-snaps-transform-datatransform
2,link116,1f4889eb-5113-4db5-bc3e-5f76861be84c,com-snaplogic-snaps-transform-datatransform,dd5d61ac-6076-4d50-9bff-45588f10be87,com-snaplogic-snaps-transform-jsonsplitter
2,link230,aca0aec9-7d9d-4c57-b39e-51934c463877,com-snaplogic-snaps-transform-datatransform,fe055296-a941-45d0-abfe-78871c0331d0,com-snaplogic-snaps-flow-union
2,link232,f8cfb898-951d-4e52-bad6-9fe3c89b8b0c,com-snaplogic-snaps-flow-router,c353574d-d14e-4ca3-92c6-4c6f36c07eca,com-snaplogic-snaps-transform-datatransform
2,link233,fe055296-a941-45d0-abfe-78871c0331d0,com-snaplogic-snaps-flow-union,ebe050b8-2615-4e60-a7e3-f77c9b8e85ba,com-snaplogic-snaps-snowflake-bulkupsert
2,link234,c353574d-d14e-4ca3-92c6-4c6f36c07eca,com-snaplogic-snaps-transform-datatransform,fe055296-a941-45d0-abfe-78871c0331d0,com-snaplogic-snaps-flow-union
2,link253,4e271d82-063e-420c-806e-a44377757b5d,com-snaplogic-snaps-flow-router,6a3c4c81-6712-4e49-a9c6-0ee4ca3a028b,com-snaplogic-snaps-transform-sort
2,link237,5e37233c-ad2b-4de4-ab19-debc0be763af,com-snaplogic-snaps-transform-sort,0f395940-c37d-4356-935c-50871d4acffa,com-snaplogic-snaps-transform-multijoin
2,link265,778225bb-e612-44b4-81c0-88c9ba182f6b,com-snaplogic-snaps-flow-filter,78b17365-6c8d-4a6e-bb9a-e10d456950fe,com-snaplogic-snaps-flow-copy
2,link242,6ea38e3a-bd40-47e5-9567-9c5d28430e77,com-snaplogic-snaps-snowflake-scd2,23cc8276-f6e2-4812-99dc-fa068822c4d6,com-snaplogic-snaps-transform-datatransform
2,link201,6680e88d-5408-4e7f-91ea-08689fe36f74,com-snaplogic-snaps-snowflake-execute,0be1d264-22dc-42ad-9acf-c0a5afc0adb4,com-snaplogic-snaps-transform-multijoin
2,link200,f8cfb898-951d-4e52-bad6-9fe3c89b8b0c,com-snaplogic-snaps-flow-router,0be1d264-22dc-42ad-9acf-c0a5afc0adb4,com-snaplogic-snaps-transform-multijoin
2,link202,0be1d264-22dc-42ad-9acf-c0a5afc0adb4,com-snaplogic-snaps-transform-multijoin,e7b00234-a14a-4850-be6c-8a84f953f75e,com-snaplogic-snaps-transform-datatransform
2,link120,b726da07-519a-4953-a775-c5b18c8ef386,com-snaplogic-snaps-transform-multijoin,d730da4e-d87a-4009-a60e-6dcbc4c7dfc9,com-snaplogic-snaps-transform-datatransform
2,link262,b3de2f2e-25fd-42f7-8367-680dcc63560e,com-snaplogic-snaps-transform-datatransform,d7eede64-f7be-4918-b152-4fef59e9ed5f,com-snaplogic-snaps-transform-datatransform
2,link229,5d55a76a-10f2-443d-bffe-9deea70316f8,com-snaplogic-snaps-transform-datatransform,aca0aec9-7d9d-4c57-b39e-51934c463877,com-snaplogic-snaps-transform-datatransform
2,link264,a579a3d2-5f16-4880-ad52-e34ba0206a67,com-snaplogic-snaps-transform-datatransform,778225bb-e612-44b4-81c0-88c9ba182f6b,com-snaplogic-snaps-flow-filter
2,link245,b1251cea-b111-407d-9a7a-cbd673090aa7,com-snaplogic-snaps-transform-datatransform,72108668-db7e-4218-bdd1-22c96fd45a62,com-snaplogic-snaps-transform-sort
2,link258,fb188ec2-6a15-413b-ace1-2de15d9a713c,com-snaplogic-snaps-transform-groupbyfields,b3de2f2e-25fd-42f7-8367-680dcc63560e,com-snaplogic-snaps-transform-datatransform
2,link122,d730da4e-d87a-4009-a60e-6dcbc4c7dfc9,com-snaplogic-snaps-transform-datatransform,16038250-74bd-483a-8a57-ad64e422097e,com-snaplogic-snaps-transform-datatransform
2,link246,72108668-db7e-4218-bdd1-22c96fd45a62,com-snaplogic-snaps-transform-sort,b726da07-519a-4953-a775-c5b18c8ef386,com-snaplogic-snaps-transform-multijoin
2,link223,b8a0783f-d3b2-4a15-9aaa-023a861d80dc,com-snaplogic-snaps-transform-datatransform,92b94d3c-85c7-402f-b3f8-229df776d83b,com-snaplogic-snaps-flow-union
2,link222,c5012c0e-85ab-40de-8d17-31d0a23bdc4a,com-snaplogic-snaps-transform-conditional,b8a0783f-d3b2-4a15-9aaa-023a861d80dc,com-snaplogic-snaps-transform-datatransform
2,link220,0f395940-c37d-4356-935c-50871d4acffa,com-snaplogic-snaps-transform-multijoin,c5012c0e-85ab-40de-8d17-31d0a23bdc4a,com-snaplogic-snaps-transform-conditional
2,link225,92b94d3c-85c7-402f-b3f8-229df776d83b,com-snaplogic-snaps-flow-union,5d55a76a-10f2-443d-bffe-9deea70316f8,com-snaplogic-snaps-transform-datatransform
2,link224,4e271d82-063e-420c-806e-a44377757b5d,com-snaplogic-snaps-flow-router,92b94d3c-85c7-402f-b3f8-229df776d83b,com-snaplogic-snaps-flow-union
2,link256,7f37b3dc-5c17-4d06-8a4d-d46c4f4a0e42,com-snaplogic-snaps-transform-sort,fb188ec2-6a15-413b-ace1-2de15d9a713c,com-snaplogic-snaps-transform-groupbyfields
2,link247,bb32e562-f466-45c7-a402-ee9a530d8500,com-snaplogic-snaps-flow-copy,6c28188b-1736-452d-a1af-3b90772cb413,com-snaplogic-snaps-transform-sort
2,link248,6c28188b-1736-452d-a1af-3b90772cb413,com-snaplogic-snaps-transform-sort,b726da07-519a-4953-a775-c5b18c8ef386,com-snaplogic-snaps-transform-multijoin
2,link254,6a3c4c81-6712-4e49-a9c6-0ee4ca3a028b,com-snaplogic-snaps-transform-sort,0f395940-c37d-4356-935c-50871d4acffa,com-snaplogic-snaps-transform-multijoin
3,link137,be05c50d-90ce-41d1-8082-f3ee02cd7ce6,com-snaplogic-snaps-azuresql-execute,3fba656d-d234-4d50-b229-54f5ff03a19e,com-snaplogic-snaps-sqlserver-execute
3,link138,3fba656d-d234-4d50-b229-54f5ff03a19e,com-snaplogic-snaps-sqlserver-execute,8e1ae33f-093a-496b-b7dc-b8d43b0fd465,com-snaplogic-snaps-azuresql-azuresqlbulkload
4,link111,3fe0f785-8409-4a01-9ab0-fb5cceb924ac,com-snaplogic-snaps-flow-copy,a420131e-2c0a-400e-a0bc-a4b906e59f45,com-snaplogic-snaps-transform-datatransform
4,link110,3fe0f785-8409-4a01-9ab0-fb5cceb924ac,com-snaplogic-snaps-flow-copy,c1d17e21-8f6e-41c4-8508-cd3fb47ce866,com-snaplogic-snaps-transform-datatransform
4,link113,3fe0f785-8409-4a01-9ab0-fb5cceb924ac,com-snaplogic-snaps-flow-copy,ba0e6382-4262-4535-bd6a-e53415a51059,com-snaplogic-snaps-transform-datatransform
4,link112,3fe0f785-8409-4a01-9ab0-fb5cceb924ac,com-snaplogic-snaps-flow-copy,f050c6dd-7b35-48a6-9029-78e7c0166c73,com-snaplogic-snaps-transform-datatransform
4,link114,3fe0f785-8409-4a01-9ab0-fb5cceb924ac,com-snaplogic-snaps-flow-copy,1cd463d0-1cb8-4fa0-aca7-4cb43fd45a72,com-snaplogic-snaps-transform-datatransform
4,link108,3fe0f785-8409-4a01-9ab0-fb5cceb924ac,com-snaplogic-snaps-flow-copy,57fec25f-c546-4c09-9aab-00b766aabb10,com-snaplogic-snaps-transform-datatransform
4,link109,3fe0f785-8409-4a01-9ab0-fb5cceb924ac,com-snaplogic-snaps-flow-copy,e311c516-d13f-4820-be9f-84bef22cc59c,com-snaplogic-snaps-transform-datatransform
4,link106,3fe0f785-8409-4a01-9ab0-fb5cceb924ac,com-snaplogic-snaps-flow-copy,552bdd0e-03be-46d2-aea4-2cdb39e19677,com-snaplogic-snaps-transform-datatransform
4,link107,3fe0f785-8409-4a01-9ab0-fb5cceb924ac,com-snaplogic-snaps-flow-copy,8d50e8b5-2cfc-4ca9-a022-3d452089933d,com-snaplogic-snaps-transform-datatransform
4,link103,10ee8e0e-6529-4019-97ec-49f9240e3f35,com-snaplogic-snaps-transform-jsongenerator,3fe0f785-8409-4a01-9ab0-fb5cceb924ac,com-snaplogic-snaps-flow-copy
4,link101,3fe0f785-8409-4a01-9ab0-fb5cceb924ac,com-snaplogic-snaps-flow-copy,f6d41ad5-c308-4141-8884-c37239a66951,com-snaplogic-snaps-transform-datatransform
5,link102,6a19826b-52e3-4ce4-86e2-f34ee5de1ecb,com-snaplogic-snaps-rest-get,708c976c-9314-4a37-b738-c8e4dc6b780f,com-snaplogic-snaps-transform-jsonsplitter
5,link103,d4ad8ccc-3fb1-492b-b91a-9e846ee5c697,com-snaplogic-snaps-transform-datatransform,457bfa83-1d13-4195-832f-30f5b0de6729,com-snaplogic-snaps-snowflake-insert
5,link101,708c976c-9314-4a37-b738-c8e4dc6b780f,com-snaplogic-snaps-transform-jsonsplitter,d4ad8ccc-3fb1-492b-b91a-9e846ee5c697,com-snaplogic-snaps-transform-datatransform
6,link112,233f1d86-9ab0-4aa7-92f7-2ac0038b0333,com-snaplogic-snaps-rest-get,948aeecc-608a-4cb8-88f4-a8d5bd34e4ff,com-snaplogic-snaps-transform-datatransform
6,link183,5a41fbd7-6776-409b-a954-cde556501c58,com-snaplogic-snaps-rest-get,7a5c58d8-9394-43ca-b11e-efe40c54fd8a,com-snaplogic-snaps-transform-jsonsplitter
6,link161,572d201c-0dfa-49b6-b3f6-fc9b54b97bdd,com-snaplogic-snaps-flow-union,60fa4b57-4d08-449f-a383-63313c53030f,com-snaplogic-snaps-flow-filter
6,link221,2e7ce5d0-03bb-4b04-a628-29db79baa419,com-snaplogic-snaps-flow-copy,7f7f56ea-7374-4425-ade1-50421b0a4407,com-snaplogic-snaps-sqlserver-insert
6,link220,e778a2c0-1aaf-450f-bc32-a8304758663e,com-snaplogic-snaps-transform-datatransform,13ce575b-dda3-4c30-a2c3-5f6ff81a7ed2,com-snaplogic-snaps-sqlserver-insert
6,link211,4f16f1d9-5809-4745-8f16-be33e847f889,com-snaplogic-snaps-transform-datatransform,5a41fbd7-6776-409b-a954-cde556501c58,com-snaplogic-snaps-rest-get
6,link157,2dc4443c-f51a-4bcd-9993-f7203f64b31c,com-snaplogic-snaps-transform-jsonsplitter,572d201c-0dfa-49b6-b3f6-fc9b54b97bdd,com-snaplogic-snaps-flow-union
6,link139,e26ff87b-17d7-439e-ac41-212eee26f8bc,com-snaplogic-snaps-flow-copy,6956d2fe-e3aa-4fbf-9f81-d66615d9c9dc,com-snaplogic-snaps-transform-jsonsplitter
6,link142,e26ff87b-17d7-439e-ac41-212eee26f8bc,com-snaplogic-snaps-flow-copy,2dc4443c-f51a-4bcd-9993-f7203f64b31c,com-snaplogic-snaps-transform-jsonsplitter
6,link198,53b22869-e4a2-4f1a-992c-2a6005cb0792,com-snaplogic-snaps-flow-filter,d599189a-d838-4f5a-8172-893fce582725,com-snaplogic-snaps-transform-datatransform
6,link140,e26ff87b-17d7-439e-ac41-212eee26f8bc,com-snaplogic-snaps-flow-copy,48834f79-3682-48f4-bac2-fe0435813efa,com-snaplogic-snaps-transform-jsonsplitter
6,link156,6956d2fe-e3aa-4fbf-9f81-d66615d9c9dc,com-snaplogic-snaps-transform-jsonsplitter,572d201c-0dfa-49b6-b3f6-fc9b54b97bdd,com-snaplogic-snaps-flow-union
6,link201,948aeecc-608a-4cb8-88f4-a8d5bd34e4ff,com-snaplogic-snaps-transform-datatransform,9be641eb-6fe6-4936-a0b1-39e7c4ad37dd,com-snaplogic-snaps-transform-datatransform
6,link200,d599189a-d838-4f5a-8172-893fce582725,com-snaplogic-snaps-transform-datatransform,233f1d86-9ab0-4aa7-92f7-2ac0038b0333,com-snaplogic-snaps-rest-get
6,link222,2e7ce5d0-03bb-4b04-a628-29db79baa419,com-snaplogic-snaps-flow-copy,53b22869-e4a2-4f1a-992c-2a6005cb0792,com-snaplogic-snaps-flow-filter
6,link191,26bd947a-801a-4c83-8835-03fe87be724e,com-snaplogic-snaps-transform-datatransform,2e7ce5d0-03bb-4b04-a628-29db79baa419,com-snaplogic-snaps-flow-copy
6,link190,7a5c58d8-9394-43ca-b11e-efe40c54fd8a,com-snaplogic-snaps-transform-jsonsplitter,26bd947a-801a-4c83-8835-03fe87be724e,com-snaplogic-snaps-transform-datatransform
6,link219,948df989-e846-4422-a7e0-7f5796a83b43,com-snaplogic-snaps-rest-get,4f16f1d9-5809-4745-8f16-be33e847f889,com-snaplogic-snaps-transform-datatransform
6,link152,9be641eb-6fe6-4936-a0b1-39e7c4ad37dd,com-snaplogic-snaps-transform-datatransform,e26ff87b-17d7-439e-ac41-212eee26f8bc,com-snaplogic-snaps-flow-copy
6,link158,48834f79-3682-48f4-bac2-fe0435813efa,com-snaplogic-snaps-transform-jsonsplitter,572d201c-0dfa-49b6-b3f6-fc9b54b97bdd,com-snaplogic-snaps-flow-union
6,link166,60fa4b57-4d08-449f-a383-63313c53030f,com-snaplogic-snaps-flow-filter,e778a2c0-1aaf-450f-bc32-a8304758663e,com-snaplogic-snaps-transform-datatransform
7,link106,7410772e-286f-465e-8d0e-f7389199771f,com-snaplogic-snaps-transform-jsonsplitter,160c5a75-30a3-4618-9f25-d498f284fe11,com-snaplogic-snaps-salesforce-read
7,link107,160c5a75-30a3-4618-9f25-d498f284fe11,com-snaplogic-snaps-salesforce-read,78a36cf4-658e-465d-ac91-fdc1ab15a2ed,com-snaplogic-snaps-transform-jsonformatter
7,link105,7fe4adbe-ac57-4e28-882c-e9db6bdf8a1e,com-snaplogic-snaps-salesforce-subscriber,7410772e-286f-465e-8d0e-f7389199771f,com-snaplogic-snaps-transform-jsonsplitter
7,link103,78a36cf4-658e-465d-ac91-fdc1ab15a2ed,com-snaplogic-snaps-transform-jsonformatter,1adcab0b-fb33-4d90-b167-de6a51641289,com-snaplogic-snaps-jms-jmsproducer
8,link124,65671877-556a-450e-be3b-9b347d8a47df,com-snaplogic-snaps-snaplogic-read,f2622a89-fb71-49a3-9e5a-e1787f855967,com-snaplogic-snaps-flow-filter
8,link125,a188ccbe-ba89-4310-bc02-dcb7eea2f364,com-snaplogic-snaps-transform-jsonformatter,02d17ad9-4ace-41de-ac94-54236711cade,com-snaplogic-snaps-binary-zip
8,link126,3775dd69-f047-4dda-828c-df480b17a90f,com-snaplogic-snaps-transform-datatransform,a188ccbe-ba89-4310-bc02-dcb7eea2f364,com-snaplogic-snaps-transform-jsonformatter
8,link127,65671877-556a-450e-be3b-9b347d8a47df,com-snaplogic-snaps-snaplogic-read,3775dd69-f047-4dda-828c-df480b17a90f,com-snaplogic-snaps-transform-datatransform
8,link133,1b6f0632-446c-46ea-b9f0-140675661f6a,com-snaplogic-snaps-transform-datatransform,e320b0ca-d25d-4c25-85e6-a988d7f45639,com-snaplogic-snaps-flow-router
8,link132,e320b0ca-d25d-4c25-85e6-a988d7f45639,com-snaplogic-snaps-flow-router,8667d0e7-fdd0-477e-b9e5-f63d89b2349c,com-snaplogic-snaps-transform-jsonsplitter
8,link131,bb5fcd90-ca64-46ea-b70a-7e345bedcec1,com-snaplogic-snaps-transform-groupbyn,372025f6-6107-45ee-84c9-0f21eab773c3,com-snaplogic-snaps-transform-jsonformatter
8,link130,372025f6-6107-45ee-84c9-0f21eab773c3,com-snaplogic-snaps-transform-jsonformatter,02d17ad9-4ace-41de-ac94-54236711cade,com-snaplogic-snaps-binary-zip
8,link128,f2622a89-fb71-49a3-9e5a-e1787f855967,com-snaplogic-snaps-flow-filter,cf997499-7416-44d1-8325-1166f159a62d,com-snaplogic-snaps-transform-datatransform
8,link129,cf997499-7416-44d1-8325-1166f159a62d,com-snaplogic-snaps-transform-datatransform,bb5fcd90-ca64-46ea-b70a-7e345bedcec1,com-snaplogic-snaps-transform-groupbyn
8,link134,e320b0ca-d25d-4c25-85e6-a988d7f45639,com-snaplogic-snaps-flow-router,9532d0f1-dd09-4da4-82bf-eb4c4cc25684,com-snaplogic-snaps-snaplogic-list
8,link135,9532d0f1-dd09-4da4-82bf-eb4c4cc25684,com-snaplogic-snaps-snaplogic-list,3d373a59-fff3-4e04-aaf9-e935faf0c55b,com-snaplogic-snaps-flow-union
8,link136,8667d0e7-fdd0-477e-b9e5-f63d89b2349c,com-snaplogic-snaps-transform-jsonsplitter,3d373a59-fff3-4e04-aaf9-e935faf0c55b,com-snaplogic-snaps-flow-union
8,link137,3d373a59-fff3-4e04-aaf9-e935faf0c55b,com-snaplogic-snaps-flow-union,65671877-556a-450e-be3b-9b347d8a47df,com-snaplogic-snaps-snaplogic-read
9,link106,88141ee3-ffac-4dd7-ba65-916b22a5b5d5,com-snaplogic-snaps-transform-multijoin,c9d00522-8954-4040-875d-523913ebc7ec,com-snaplogic-snaps-transform-datatransform
9,link104,279576ca-d795-47df-a4d6-e3462fa6f678,com-snaplogic-snaps-transform-datatransform,88141ee3-ffac-4dd7-ba65-916b22a5b5d5,com-snaplogic-snaps-transform-multijoin
9,link105,72ec680d-56f9-40c2-a60f-dab5ff485ad0,com-snaplogic-snaps-transform-binarytodocument,88141ee3-ffac-4dd7-ba65-916b22a5b5d5,com-snaplogic-snaps-transform-multijoin
9,link102,c9d00522-8954-4040-875d-523913ebc7ec,com-snaplogic-snaps-transform-datatransform,46ac1ce4-01e9-4ca7-8938-a11efd67b652,com-snaplogic-snaps-salesforce-create
9,link103,3fac78b7-e2f5-4bca-86ef-294f40f050d7,com-snaplogic-snaps-salesforce-read,279576ca-d795-47df-a4d6-e3462fa6f678,com-snaplogic-snaps-transform-datatransform
9,link100,1a7e20fa-41f8-445f-90a7-0b98d03fb891,com-snaplogic-snaps-binary-simpleread,72ec680d-56f9-40c2-a60f-dab5ff485ad0,com-snaplogic-snaps-transform-binarytodocument
10,link135,1f60f2ef-e26d-4f60-85da-d72571d70efd,com-snaplogic-snaps-salesforce-upsert,65c12440-cf1b-4d0f-9f91-f1cb64c3b9c7,com-snaplogic-snaps-transform-datatransform
10,link127,2e180d77-6eeb-4235-8503-68d7828329bc,com-snaplogic-snaps-azuresql-execute,29581365-6821-42ac-90d6-e12838f6f39d,com-snaplogic-snaps-transform-datatransform
10,link132,a85d08de-a252-414a-9f71-68253c05c6d2,com-snaplogic-snaps-transform-jsonformatter,f123a824-5891-442c-9b1f-2ac9ea7b3237,com-snaplogic-snaps-binary-write
10,link131,1f60f2ef-e26d-4f60-85da-d72571d70efd,com-snaplogic-snaps-salesforce-upsert,40f24739-4807-4f0a-9f3a-833767dfee91,com-snaplogic-snaps-transform-jsonformatter
10,link130,40f24739-4807-4f0a-9f3a-833767dfee91,com-snaplogic-snaps-transform-jsonformatter,8dffb504-b342-4860-a590-ac22ef5aa4e4,com-snaplogic-snaps-binary-write
10,link140,29581365-6821-42ac-90d6-e12838f6f39d,com-snaplogic-snaps-transform-datatransform,1f60f2ef-e26d-4f60-85da-d72571d70efd,com-snaplogic-snaps-salesforce-upsert
10,link134,65c12440-cf1b-4d0f-9f91-f1cb64c3b9c7,com-snaplogic-snaps-transform-datatransform,a85d08de-a252-414a-9f71-68253c05c6d2,com-snaplogic-snaps-transform-jsonformatter
11,link168,da443338-a2d3-4602-9890-a948834644c3,com-snaplogic-snaps-transform-datatransform,d956f3ae-e11c-453f-82a2-5c3140298231,com-snaplogic-snaps-flow-router
11,link169,d956f3ae-e11c-453f-82a2-5c3140298231,com-snaplogic-snaps-flow-router,69a360d8-40f0-429f-bff5-bc10aef2756b,com-snaplogic-snaps-rest-post
11,link170,d956f3ae-e11c-453f-82a2-5c3140298231,com-snaplogic-snaps-flow-router,6a7f7591-bd51-4d56-af29-06f1552b5d03,com-snaplogic-snaps-rest-patch
11,link176,69a360d8-40f0-429f-bff5-bc10aef2756b,com-snaplogic-snaps-rest-post,e2351cce-8ceb-4a15-96cf-cb291b632590,com-snaplogic-snaps-flow-union
11,link175,6a7f7591-bd51-4d56-af29-06f1552b5d03,com-snaplogic-snaps-rest-patch,e2351cce-8ceb-4a15-96cf-cb291b632590,com-snaplogic-snaps-flow-union
12,link104,4da9cc61-4ee9-4f24-a24a-80d62d421fbf,com-snaplogic-snaps-transform-groupbyn,80362e74-f950-4617-85b9-01c64fc1bdd2,com-snaplogic-snaps-transform-xmlgenerator
12,link102,ee037858-9da7-485e-a2a6-12567e6a399d,com-snaplogic-snaps-oracle-select,4da9cc61-4ee9-4f24-a24a-80d62d421fbf,com-snaplogic-snaps-transform-groupbyn
12,link103,80362e74-f950-4617-85b9-01c64fc1bdd2,com-snaplogic-snaps-transform-xmlgenerator,91181eec-ef39-494f-89f6-400143c01fb0,com-snaplogic-snaps-transform-datatransform
12,link100,91181eec-ef39-494f-89f6-400143c01fb0,com-snaplogic-snaps-transform-datatransform,700dd55e-ba78-4c59-9d92-665bc0ac8961,com-snaplogic-snaps-transform-documenttobinary
12,link101,700dd55e-ba78-4c59-9d92-665bc0ac8961,com-snaplogic-snaps-transform-documenttobinary,ae512b7d-c078-404f-b46f-0ad3a84cf55d,com-snaplogic-snaps-binary-write
13,link111,ef51f203-367b-48ea-80b0-72e273588b22,com-snaplogic-snaps-rest-get,e9fae003-ab8c-43d2-bb75-81c172225e33,com-snaplogic-snaps-rest-get
13,link112,e9fae003-ab8c-43d2-bb75-81c172225e33,com-snaplogic-snaps-rest-get,c1993620-0de6-45f6-b5f0-ea4030ed4747,com-snaplogic-snaps-transform-jsonsplitter
13,link115,017e2a6d-f631-4a42-8c44-1fa93d19f75a,com-snaplogic-snaps-flow-copy,ef51f203-367b-48ea-80b0-72e273588b22,com-snaplogic-snaps-rest-get
13,link117,da252c5c-30a6-4f30-9d73-2fd98e23a504,com-snaplogic-snaps-transform-jsonsplitter,ec6545f7-3e86-43fd-8071-eb76ea5d81ad,com-snaplogic-snaps-transform-datatransform
13,link109,c36d8ad7-4a97-4475-a800-987402eac809,com-snaplogic-snaps-rest-get,da252c5c-30a6-4f30-9d73-2fd98e23a504,com-snaplogic-snaps-transform-jsonsplitter
13,link106,017e2a6d-f631-4a42-8c44-1fa93d19f75a,com-snaplogic-snaps-flow-copy,c36d8ad7-4a97-4475-a800-987402eac809,com-snaplogic-snaps-rest-get
13,link104,0fcb95f7-fdf7-425d-82d4-784351300a4b,com-snaplogic-snaps-rest-get,d01a6ecc-6693-4961-9045-5c2a703f5bac,com-snaplogic-snaps-transform-datatransform
13,link116,d01a6ecc-6693-4961-9045-5c2a703f5bac,com-snaplogic-snaps-transform-datatransform,017e2a6d-f631-4a42-8c44-1fa93d19f75a,com-snaplogic-snaps-flow-copy
14,link102,8c9c94f8-9f56-4afb-b1a4-ff84260d07a9,com-snaplogic-snaps-transform-jsonparser,93631f82-b5b8-440f-a840-8117f2e282a6,com-snaplogic-snaps-transform-csvformatter
14,link100,31941a60-c531-4020-ac81-cdbcc4424595,com-snaplogic-snaps-binary-simpleread,8c9c94f8-9f56-4afb-b1a4-ff84260d07a9,com-snaplogic-snaps-transform-jsonparser
14,link101,93631f82-b5b8-440f-a840-8117f2e282a6,com-snaplogic-snaps-transform-csvformatter,842b1e94-0948-435a-b34a-1223c6c8fcdf,com-snaplogic-snaps-binary-write
15,link128,3347e9e2-61c7-4bed-86d9-39d0c802ed4e,com-snaplogic-snaps-servicenow-servicenowquery,9dfbe727-c5ac-4cac-870a-ef19cb5b4b91,com-snaplogic-snaps-transform-datatransform
15,link129,9dfbe727-c5ac-4cac-870a-ef19cb5b4b91,com-snaplogic-snaps-transform-datatransform,378a2660-25c1-4e8b-8066-ca1035f26768,com-snaplogic-snaps-transform-groupbyn
15,link122,378a2660-25c1-4e8b-8066-ca1035f26768,com-snaplogic-snaps-transform-groupbyn,82536c63-77cc-4568-aae6-61a5cbf3beb1,com-snaplogic-snaps-transform-datatransform
